iter: 0, x: 0.004, y: 0.0, dldx: -2, dldy: 0, loss: 0.9920160256
iter: 1, x: 0.0079839488, y: 6.4e-06, dldx: -1.9919744, dldy: -0.0031999999999999997, loss: 0.9840961746654343
iter: 2, x: 0.011951646743138776, y: 2.9337375376408573e-05, dldx: -1.9838489715693883, dldy: -0.011468687688204287, loss: 0.9762408367003954
iter: 3, x: 0.01590275490376425, y: 7.473916917495703e-05, dldx: -1.9755540803127374, dldy: -0.02270089689927423, loss: 0.9684505618491301
iter: 4, x: 0.01983687731608951, y: 0.00014600254691665335, dldx: -1.967061206162631, dldy: -0.035631688870848166, loss: 0.9607258726526342
iter: 5, x: 0.023753602118530472, y: 0.00024500220881142667, dldx: -1.95836240122048, dldy: -0.04949983094738665, loss: 0.9530672202455251
iter: 6, x: 0.027652521393437775, y: 0.0003726947707290381, dldx: -1.9494596374536521, dldy: -0.06384628095880573, loss: 0.9454749829786717
iter: 7, x: 0.03153324020344994, y: 0.0005294816382032364, dldx: -1.9403594050060842, dldy: -0.07839343373709914, loss: 0.9379494746474449
iter: 8, x: 0.03539538031819961, y: 0.0007154270780133305, dldx: -1.9310700573748323, dldy: -0.09297271990504705, loss: 0.9304909528183664
iter: 9, x: 0.03923858144880776, y: 0.0009303894259559952, dldx: -1.9216005653040769, dldy: -0.10748117397133235, loss: 0.9230996252042695
iter: 10, x: 0.04306250139562745, y: 0.0011741001652194854, dldx: -1.911959973409845, dldy: -0.12185536963174512, loss: 0.915775654168097
iter: 11, x: 0.04686681578251607, y: 0.0014462117097110577, dldx: -1.9021571934443104, dldy: -0.13605577224578613, loss: 0.9085191598715627
iter: 12, x: 0.050651217680098164, y: 0.0017463263944635537, dldx: -1.8922009487910447, dldy: -0.15005734237624793, loss: 0.901330222544319
iter: 13, x: 0.054415417238901295, y: 0.002074014177668808, dldx: -1.8820997794015655, dldy: -0.16384389160262702, loss: 0.8942088842165622
iter: 14, x: 0.05815914136879531, y: 0.0024288235599147713, dldx: -1.8718620649470066, dldy: -0.17740469112298168, loss: 0.8871551501396298
iter: 15, x: 0.0618821334651897, y: 0.0028102884258510703, dldx: -1.8614960481971916, dldy: -0.1907324329681494, loss: 0.8801689900343672
iter: 16, x: 0.06558415316969084, y: 0.0032179324323920624, dldx: -1.8510098522505662, dldy: -0.20382200327049604, loss: 0.873250339251345
